Subject ID: sub16_2 , Experiment Time: 2020-12-24T15:32:21
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,0,Interval,0,0,0,0,15:32:40:997,0,0,0,0,15:32:43:640,None
1,0,Encode,0,0,0,0,15:32:43:642,0,0,0,0,15:32:48:681,None
1,0,Navigate,73.0398,11,0,2.5,15:32:48:684,0,100.4003,28.81223,-27.36053,15:32:57:530,Miss
1,0,Correction,0,0,0,0,15:32:57:531,0,0,0,0,15:33:1:527,0
2,1,Interval,0,0,0,0,15:33:1:559,0,0,0,0,15:33:4:559,None
2,1,Encode,0,0,0,0,15:33:4:562,0,0,0,0,15:33:9:578,None
2,1,Navigate,54.03674,10,80,2.5,15:33:9:578,80,45.5001,12.42673,8.536644,15:33:13:863,Hit
2,1,Correction,0,0,0,0,15:33:13:863,0,0,0,0,15:33:17:861,1
3,2,Interval,0,0,0,0,15:33:17:892,0,0,0,0,15:33:20:924,None
3,2,Encode,0,0,0,0,15:33:20:928,0,0,0,0,15:33:25:944,None
3,2,Navigate,66.03477,4,80,2.5,15:33:25:944,40,61.46065,10.12292,4.57412,15:33:40:678,Hit
3,2,Correction,0,0,0,0,15:33:40:678,0,0,0,0,15:33:44:644,2
4,1,Interval,0,0,0,0,15:33:44:675,0,0,0,0,15:33:47:675,None
4,1,Encode,0,0,0,0,15:33:47:679,0,0,0,0,15:33:52:676,None
4,1,Navigate,42.03475,11,80,2.5,15:33:52:676,80,41.66001,9.038349,0.3747444,15:33:56:229,Hit
4,1,Correction,0,0,0,0,15:33:56:229,0,0,0,0,15:34:0:227,3
5,2,Interval,0,0,0,0,15:34:0:258,0,0,0,0,15:34:3:290,None
5,2,Encode,0,0,0,0,15:34:3:293,0,0,0,0,15:34:8:326,None
5,2,Navigate,33.03676,10,80,2.5,15:34:8:326,58,29.50004,9.698333,3.536722,15:34:10:994,Hit
5,2,Correction,0,0,0,0,15:34:10:994,0,0,0,0,15:34:14:994,4
6,2,Interval,0,0,0,0,15:34:15:24,0,0,0,0,15:34:18:57,None
6,2,Encode,0,0,0,0,15:34:18:60,0,0,0,0,15:34:23:76,None
6,2,Navigate,30.03488,5,80,2.5,15:34:23:76,61,41.49994,14.59446,-11.46506,15:34:30:845,Miss
6,2,Correction,0,0,0,0,15:34:30:845,0,0,0,0,15:34:34:843,4
7,2,Interval,0,0,0,0,15:34:34:875,0,0,0,0,15:34:37:906,None
7,2,Encode,0,0,0,0,15:34:37:909,0,0,0,0,15:34:42:926,None
7,2,Navigate,45.03488,10,80,2.5,15:34:42:926,76,27.90003,19.3689,17.13484,15:34:45:460,Miss
7,2,Correction,0,0,0,0,15:34:45:460,0,0,0,0,15:34:49:458,4
8,1,Interval,0,0,0,0,15:34:49:490,0,0,0,0,15:34:52:492,None
8,1,Encode,0,0,0,0,15:34:52:497,0,0,0,0,15:34:57:526,None
8,1,Navigate,77.0366,9,80,2.5,15:34:57:526,80,73.4201,9.727724,3.616493,15:35:5:361,Hit
8,1,Correction,0,0,0,0,15:35:5:361,0,0,0,0,15:35:9:359,5
9,2,Interval,0,0,0,0,15:35:9:390,0,0,0,0,15:35:12:422,None
9,2,Encode,0,0,0,0,15:35:12:426,0,0,0,0,15:35:17:441,None
9,2,Navigate,39.03483,3,80,2.5,15:35:17:441,102,23.07999,18.33325,15.95484,15:35:24:277,Miss
9,2,Correction,0,0,0,0,15:35:24:277,0,0,0,0,15:35:28:273,5
10,0,Interval,0,0,0,0,15:35:28:306,0,0,0,0,15:35:31:339,None
10,0,Encode,0,0,0,0,15:35:31:343,0,0,0,0,15:35:36:375,None
10,0,Navigate,44.03672,8,0,2.5,15:35:36:375,0,49.37996,10.49283,-5.343243,15:35:42:209,Hit
10,0,Correction,0,0,0,0,15:35:42:209,0,0,0,0,15:35:46:176,6
11,2,Interval,0,0,0,0,15:35:46:207,0,0,0,0,15:35:49:238,None
11,2,Encode,0,0,0,0,15:35:49:242,0,0,0,0,15:35:54:258,None
11,2,Navigate,68.03493,5,80,2.5,15:35:54:258,115,84.29929,18.60323,-16.26435,15:36:10:593,Miss
11,2,Correction,0,0,0,0,15:36:10:593,0,0,0,0,15:36:14:590,6
12,1,Interval,0,0,0,0,15:36:14:622,0,0,0,0,15:36:17:622,None
12,1,Encode,0,0,0,0,15:36:17:625,0,0,0,0,15:36:22:658,None
12,1,Navigate,43.03699,3,80,2.5,15:36:22:658,80,27.99994,17.54029,15.03705,15:36:31:126,Miss
12,1,Correction,0,0,0,0,15:36:31:126,0,0,0,0,15:36:35:122,6
13,0,Interval,0,0,0,0,15:36:35:155,0,0,0,0,15:36:38:155,None
13,0,Encode,0,0,0,0,15:36:38:159,0,0,0,0,15:36:43:174,None
13,0,Navigate,46.03673,6,0,2.5,15:36:43:174,0,48.09996,9.263161,-2.063225,15:36:50:758,Hit
13,0,Correction,0,0,0,0,15:36:50:758,0,0,0,0,15:36:54:757,7
14,2,Interval,0,0,0,0,15:36:54:789,0,0,0,0,15:36:57:820,None
14,2,Encode,0,0,0,0,15:36:57:824,0,0,0,0,15:37:2:856,None
14,2,Navigate,31.03696,3,80,2.5,15:37:2:856,83,21.52,13.11952,9.516962,15:37:9:158,Hit
14,2,Correction,0,0,0,0,15:37:9:158,0,0,0,0,15:37:13:157,8
15,2,Interval,0,0,0,0,15:37:13:188,0,0,0,0,15:37:16:206,None
15,2,Encode,0,0,0,0,15:37:16:210,0,0,0,0,15:37:21:240,None
15,2,Navigate,40.03662,8,80,2.5,15:37:21:240,77,39.77997,9.034123,0.256649,15:37:25:874,Hit
15,2,Correction,0,0,0,0,15:37:25:874,0,0,0,0,15:37:29:873,9
16,0,Interval,0,0,0,0,15:37:29:905,0,0,0,0,15:37:32:937,None
16,0,Encode,0,0,0,0,15:37:32:940,0,0,0,0,15:37:37:972,None
16,0,Navigate,37.03668,8,0,2.5,15:37:37:972,0,45.53996,12.40383,-8.503281,15:37:43:307,Hit
16,0,Correction,0,0,0,0,15:37:43:307,0,0,0,0,15:37:47:306,10
17,1,Interval,0,0,0,0,15:37:47:338,0,0,0,0,15:37:50:369,None
17,1,Encode,0,0,0,0,15:37:50:373,0,0,0,0,15:37:55:389,None
17,1,Navigate,70.03483,8,80,2.5,15:37:55:389,80,72.26013,9.300699,-2.225304,15:38:4:91,Hit
17,1,Correction,0,0,0,0,15:38:4:91,0,0,0,0,15:38:8:56,11
18,1,Interval,0,0,0,0,15:38:8:87,0,0,0,0,15:38:11:104,None
18,1,Encode,0,0,0,0,15:38:11:107,0,0,0,0,15:38:16:123,None
18,1,Navigate,79.03685,9,80,2.5,15:38:16:123,80,75.94011,9.546659,3.096741,15:38:24:274,Hit
18,1,Correction,0,0,0,0,15:38:24:274,0,0,0,0,15:38:28:239,12
19,0,Interval,0,0,0,0,15:38:28:270,0,0,0,0,15:38:31:303,None
19,0,Encode,0,0,0,0,15:38:31:306,0,0,0,0,15:38:36:337,None
19,0,Navigate,31.03674,5,0,2.5,15:38:36:337,0,25.20006,10.75249,5.836683,15:38:40:839,Hit
19,0,Correction,0,0,0,0,15:38:40:839,0,0,0,0,15:38:44:839,13
20,1,Interval,0,0,0,0,15:38:44:870,0,0,0,0,15:38:47:902,None
20,1,Encode,0,0,0,0,15:38:47:906,0,0,0,0,15:38:52:922,None
20,1,Navigate,57.03482,6,80,2.5,15:38:52:922,80,100.0606,43.9633,-43.02581,15:39:9:156,Miss
20,1,Correction,0,0,0,0,15:39:9:156,0,0,0,0,15:39:13:153,13
21,0,Interval,0,0,0,0,15:39:13:186,0,0,0,0,15:39:16:199,None
21,0,Encode,0,0,0,0,15:39:16:200,0,0,0,0,15:39:21:222,None
21,0,Navigate,48.03719,10,0,2.5,15:39:21:222,0,43.70009,10.01797,4.337101,15:39:25:322,Hit
21,0,Correction,0,0,0,0,15:39:25:323,0,0,0,0,15:39:29:288,14
22,0,Interval,0,0,0,0,15:39:29:318,0,0,0,0,15:39:32:351,None
22,0,Encode,0,0,0,0,15:39:32:354,0,0,0,0,15:39:37:370,None
22,0,Navigate,49.03479,3,0,2.5,15:39:37:370,0,33.57994,17.8998,15.45485,15:39:47:705,Miss
22,0,Correction,0,0,0,0,15:39:47:705,0,0,0,0,15:39:51:702,14
23,2,Interval,0,0,0,0,15:39:51:735,0,0,0,0,15:39:54:768,None
23,2,Encode,0,0,0,0,15:39:54:771,0,0,0,0,15:39:59:787,None
23,2,Navigate,64.03474,4,80,2.5,15:39:59:787,55,68.0208,9.871142,-3.986053,15:40:16:155,Hit
23,2,Correction,0,0,0,0,15:40:16:155,0,0,0,0,15:40:20:154,15
24,1,Interval,0,0,0,0,15:40:20:185,0,0,0,0,15:40:23:217,None
24,1,Encode,0,0,0,0,15:40:23:220,0,0,0,0,15:40:28:236,None
24,1,Navigate,71.03487,3,80,2.5,15:40:28:236,80,75.28018,9.978658,-4.245316,15:40:52:471,Hit
24,1,Correction,0,0,0,0,15:40:52:471,0,0,0,0,15:40:56:470,16
25,1,Interval,0,0,0,0,15:40:56:501,0,0,0,0,15:40:59:532,None
25,1,Encode,0,0,0,0,15:40:59:536,0,0,0,0,15:41:4:553,None
25,1,Navigate,51.03491,5,80,2.5,15:41:4:553,80,46.09987,10.29105,4.935043,15:41:13:253,Hit
