Subject ID: sub04_3 , Experiment Time: 2020-12-17T09:47:32
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,0,Interval,0,0,0,0,9:47:44:801,0,0,0,0,9:47:47:461,None
1,0,Encode,0,0,0,0,9:47:47:463,0,0,0,0,9:47:52:483,None
1,0,Navigate,31.03868,3,0,2.5,9:47:52:484,0,27.57995,9.670074,3.458738,9:48:0:833,Hit
1,0,Correction,0,0,0,0,9:48:0:833,0,0,0,0,9:48:4:797,1
2,2,Interval,0,0,0,0,9:48:4:828,0,0,0,0,9:48:7:827,None
2,2,Encode,0,0,0,0,9:48:7:831,0,0,0,0,9:48:12:862,None
2,2,Navigate,51.03682,10,80,2.5,9:48:12:862,47,52.90013,9.220703,-1.863308,9:48:17:864,Hit
2,2,Correction,0,0,0,0,9:48:17:864,0,0,0,0,9:48:21:863,2
3,2,Interval,0,0,0,0,9:48:21:894,0,0,0,0,9:48:24:921,None
3,2,Encode,0,0,0,0,9:48:24:922,0,0,0,0,9:48:29:946,None
3,2,Navigate,68.03529,6,80,2.5,9:48:29:946,102,91.90045,25.5166,-23.86517,9:48:44:814,Miss
3,2,Correction,0,0,0,0,9:48:44:814,0,0,0,0,9:48:48:811,2
4,0,Interval,0,0,0,0,9:48:48:844,0,0,0,0,9:48:51:876,None
4,0,Encode,0,0,0,0,9:48:51:879,0,0,0,0,9:48:56:911,None
4,0,Navigate,49.03675,3,0,2.5,9:48:56:911,0,60.70057,14.75106,-11.66382,9:49:16:279,Miss
4,0,Correction,0,0,0,0,9:49:16:279,0,0,0,0,9:49:20:278,2
5,1,Interval,0,0,0,0,9:49:20:310,0,0,0,0,9:49:23:310,None
5,1,Encode,0,0,0,0,9:49:23:313,0,0,0,0,9:49:28:329,None
5,1,Navigate,40.03676,4,80,2.5,9:49:28:329,80,42.26021,9.300168,-2.22345,9:49:38:262,Hit
5,1,Correction,0,0,0,0,9:49:38:262,0,0,0,0,9:49:42:262,3
6,0,Interval,0,0,0,0,9:49:42:293,0,0,0,0,9:49:45:325,None
6,0,Encode,0,0,0,0,9:49:45:328,0,0,0,0,9:49:50:360,None
6,0,Navigate,73.0368,11,0,2.5,9:49:50:360,0,92.48029,21.43825,-19.44349,9:49:58:496,Miss
6,0,Correction,0,0,0,0,9:49:58:496,0,0,0,0,9:50:2:493,3
7,0,Interval,0,0,0,0,9:50:2:526,0,0,0,0,9:50:5:558,None
7,0,Encode,0,0,0,0,9:50:5:561,0,0,0,0,9:50:10:593,None
7,0,Navigate,48.0368,3,0,2.5,9:50:10:593,0,60.52056,15.40759,-12.48376,9:50:29:894,Miss
7,0,Correction,0,0,0,0,9:50:29:895,0,0,0,0,9:50:33:892,3
8,1,Interval,0,0,0,0,9:50:33:925,0,0,0,0,9:50:36:924,None
8,1,Encode,0,0,0,0,9:50:36:928,0,0,0,0,9:50:41:944,None
8,1,Navigate,61.03688,3,80,2.5,9:50:41:944,80,59.62054,9.140835,1.416344,9:51:0:961,Hit
8,1,Correction,0,0,0,0,9:51:0:961,0,0,0,0,9:51:4:960,4
9,0,Interval,0,0,0,0,9:51:4:991,0,0,0,0,9:51:8:7,None
9,0,Encode,0,0,0,0,9:51:8:10,0,0,0,0,9:51:13:26,None
9,0,Navigate,70.03677,10,0,2.5,9:51:13:26,0,83.89986,16.54493,-13.8631,9:51:21:161,Miss
9,0,Correction,0,0,0,0,9:51:21:161,0,0,0,0,9:51:25:157,4
10,2,Interval,0,0,0,0,9:51:25:191,0,0,0,0,9:51:28:207,None
