Subject ID: sub30_3 , Experiment Time: 2021-01-19T16:04:32
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,0,Interval,0,0,0,0,16:4:49:430,0,0,0,0,16:4:52:65,None
1,0,Encode,0,0,0,0,16:4:52:67,0,0,0,0,16:4:57:78,None
1,0,Navigate,64.04056,5,0,2.5,16:4:57:81,0,63.3996,9.052979,0.6409531,16:5:9:249,Hit
1,0,Correction,0,0,0,0,16:5:9:249,0,0,0,0,16:5:13:214,1
2,2,Interval,0,0,0,0,16:5:13:245,0,0,0,0,16:5:16:276,None
2,2,Encode,0,0,0,0,16:5:16:279,0,0,0,0,16:5:21:297,None
2,2,Navigate,30.03481,10,80,2.5,16:5:21:297,106,18.1,14.96634,11.93482,16:5:22:831,Miss
2,2,Correction,0,0,0,0,16:5:22:831,0,0,0,0,16:5:26:829,1
3,1,Interval,0,0,0,0,16:5:26:860,0,0,0,0,16:5:29:892,None
3,1,Encode,0,0,0,0,16:5:29:896,0,0,0,0,16:5:34:913,None
3,1,Navigate,46.03481,8,80,2.5,16:5:34:913,80,27.93998,20.22309,18.09483,16:5:38:81,Miss
3,1,Correction,0,0,0,0,16:5:38:81,0,0,0,0,16:5:42:77,1
4,1,Interval,0,0,0,0,16:5:42:110,0,0,0,0,16:5:45:127,None
4,1,Encode,0,0,0,0,16:5:45:130,0,0,0,0,16:5:50:146,None
4,1,Navigate,51.03681,6,80,2.5,16:5:50:146,80,41.26002,13.3092,9.776794,16:5:56:581,Hit
4,1,Correction,0,0,0,0,16:5:56:581,0,0,0,0,16:6:0:579,2
5,0,Interval,0,0,0,0,16:6:0:610,0,0,0,0,16:6:3:626,None
5,0,Encode,0,0,0,0,16:6:3:629,0,0,0,0,16:6:8:645,None
5,0,Navigate,39.03671,5,0,2.5,16:6:8:645,0,42.59992,9.708018,-3.563217,16:6:16:646,Hit
5,0,Correction,0,0,0,0,16:6:16:647,0,0,0,0,16:6:20:645,3
6,1,Interval,0,0,0,0,16:6:20:676,0,0,0,0,16:6:23:676,None
6,1,Encode,0,0,0,0,16:6:23:679,0,0,0,0,16:6:28:695,None
6,1,Navigate,54.03679,3,80,2.5,16:6:28:695,80,36.88002,19.38825,17.15676,16:6:40:130,Miss
6,1,Correction,0,0,0,0,16:6:40:130,0,0,0,0,16:6:44:126,3
7,1,Interval,0,0,0,0,16:6:44:159,0,0,0,0,16:6:47:191,None
7,1,Encode,0,0,0,0,16:6:47:195,0,0,0,0,16:6:52:210,None
7,1,Navigate,43.03479,3,80,2.5,16:6:52:210,80,39.46008,9.712346,3.574711,16:7:4:512,Hit
7,1,Correction,0,0,0,0,16:7:4:512,0,0,0,0,16:7:8:478,4
8,0,Interval,0,0,0,0,16:7:8:509,0,0,0,0,16:7:11:541,None
8,0,Encode,0,0,0,0,16:7:11:544,0,0,0,0,16:7:16:577,None
8,0,Navigate,79.03671,4,0,2.5,16:7:16:577,0,54.26048,26.37064,24.77622,16:7:29:478,Miss
8,0,Correction,0,0,0,0,16:7:29:478,0,0,0,0,16:7:33:475,4
9,0,Interval,0,0,0,0,16:7:33:508,0,0,0,0,16:7:36:508,None
9,0,Encode,0,0,0,0,16:7:36:511,0,0,0,0,16:7:41:526,None
9,0,Navigate,71.03679,8,0,2.5,16:7:41:526,0,92.42059,23.21242,-21.3838,16:7:52:762,Miss
9,0,Correction,0,0,0,0,16:7:52:762,0,0,0,0,16:7:56:758,4
10,0,Interval,0,0,0,0,16:7:56:791,0,0,0,0,16:7:59:791,None
10,0,Encode,0,0,0,0,16:7:59:794,0,0,0,0,16:8:4:810,None
10,0,Navigate,61.03687,11,0,2.5,16:8:4:810,0,69.16016,12.14648,-8.123283,16:8:10:844,Hit
10,0,Correction,0,0,0,0,16:8:10:844,0,0,0,0,16:8:14:809,5
11,2,Interval,0,0,0,0,16:8:14:841,0,0,0,0,16:8:17:857,None
