Subject ID: sub14_3 , Experiment Time: 2020-12-24T13:05:31
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,1,Interval,0,0,0,0,13:5:51:183,0,0,0,0,13:5:53:657,None
1,1,Encode,0,0,0,0,13:5:53:660,0,0,0,0,13:5:58:693,None
1,1,Navigate,44.03995,11,80,2.5,13:5:58:695,80,39.68,10.02776,4.359955,13:6:2:42,Hit
1,1,Correction,0,0,0,0,13:6:2:43,0,0,0,0,13:6:6:39,1
2,0,Interval,0,0,0,0,13:6:6:70,0,0,0,0,13:6:9:86,None
2,0,Encode,0,0,0,0,13:6:9:90,0,0,0,0,13:6:14:88,None
2,0,Navigate,39.03485,5,0,2.5,13:6:14:88,0,38.19999,9.069085,0.8348618,13:6:21:223,Hit
2,0,Correction,0,0,0,0,13:6:21:223,0,0,0,0,13:6:25:189,2
3,0,Interval,0,0,0,0,13:6:25:219,0,0,0,0,13:6:28:252,None
3,0,Encode,0,0,0,0,13:6:28:255,0,0,0,0,13:6:33:288,None
3,0,Navigate,43.03677,10,0,2.5,13:6:33:288,0,49.30011,10.98993,-6.263344,13:6:37:923,Hit
3,0,Correction,0,0,0,0,13:6:37:923,0,0,0,0,13:6:41:889,3
4,2,Interval,0,0,0,0,13:6:41:919,0,0,0,0,13:6:44:936,None
4,2,Encode,0,0,0,0,13:6:44:939,0,0,0,0,13:6:49:971,None
4,2,Navigate,66.03683,3,80,2.5,13:6:49:971,66,64.18063,9.219248,1.856201,13:7:10:505,Hit
4,2,Correction,0,0,0,0,13:7:10:505,0,0,0,0,13:7:14:504,4
5,2,Interval,0,0,0,0,13:7:14:535,0,0,0,0,13:7:17:547,None
5,2,Encode,0,0,0,0,13:7:17:548,0,0,0,0,13:7:22:570,None
5,2,Navigate,37.0352,4,80,2.5,13:7:22:570,47,39.38014,9.330044,-2.34494,13:7:31:772,Hit
5,2,Correction,0,0,0,0,13:7:31:772,0,0,0,0,13:7:35:770,5
6,0,Interval,0,0,0,0,13:7:35:802,0,0,0,0,13:7:38:803,None
6,0,Encode,0,0,0,0,13:7:38:807,0,0,0,0,13:7:43:820,None
6,0,Navigate,31.03665,8,0,2.5,13:7:43:820,0,27.29998,9.773032,3.73667,13:7:46:888,Hit
6,0,Correction,0,0,0,0,13:7:46:888,0,0,0,0,13:7:50:887,6
7,2,Interval,0,0,0,0,13:7:50:918,0,0,0,0,13:7:53:950,None
7,2,Encode,0,0,0,0,13:7:53:954,0,0,0,0,13:7:58:969,None
7,2,Navigate,48.03473,3,80,2.5,13:7:58:969,89,35.61999,15.35178,12.41473,13:8:10:4,Miss
7,2,Correction,0,0,0,0,13:8:10:4,0,0,0,0,13:8:14:2,6
8,0,Interval,0,0,0,0,13:8:14:34,0,0,0,0,13:8:17:67,None
