Subject ID: sub19_3 , Experiment Time: 2021-01-08T11:21:15
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,1,Interval,0,0,0,0,11:21:30:810,0,0,0,0,11:21:33:461,None
1,1,Encode,0,0,0,0,11:21:33:464,0,0,0,0,11:21:38:480,None
1,1,Navigate,39.03998,10,80,2.5,11:21:38:481,80,33.10005,10.80872,5.939926,11:21:41:512,Hit
1,1,Correction,0,0,0,0,11:21:41:513,0,0,0,0,11:21:45:510,1
2,0,Interval,0,0,0,0,11:21:45:542,0,0,0,0,11:21:48:540,None
2,0,Encode,0,0,0,0,11:21:48:543,0,0,0,0,11:21:53:559,None
2,0,Navigate,30.03674,5,0,2.5,11:21:53:560,0,22.70005,11.63514,7.336687,11:21:57:593,Hit
2,0,Correction,0,0,0,0,11:21:57:593,0,0,0,0,11:22:1:559,2
3,2,Interval,0,0,0,0,11:22:1:591,0,0,0,0,11:22:4:606,None
3,2,Encode,0,0,0,0,11:22:4:610,0,0,0,0,11:22:9:626,None
3,2,Navigate,31.0368,10,80,2.5,11:22:9:626,90,33.10005,9.263163,-2.06325,11:22:12:660,Hit
3,2,Correction,0,0,0,0,11:22:12:660,0,0,0,0,11:22:16:625,3
4,0,Interval,0,0,0,0,11:22:16:657,0,0,0,0,11:22:19:673,None
4,0,Encode,0,0,0,0,11:22:19:677,0,0,0,0,11:22:24:691,None
4,0,Navigate,57.03674,5,0,2.5,11:22:24:691,0,73.39945,18.68924,-16.36271,11:22:38:859,Miss
4,0,Correction,0,0,0,0,11:22:38:859,0,0,0,0,11:22:42:855,3
5,1,Interval,0,0,0,0,11:22:42:889,0,0,0,0,11:22:45:890,None
5,1,Encode,0,0,0,0,11:22:45:893,0,0,0,0,11:22:50:908,None
5,1,Navigate,74.03674,6,80,2.5,11:22:50:908,80,68.85992,10.40902,5.176811,11:23:1:942,Hit
5,1,Correction,0,0,0,0,11:23:1:942,0,0,0,0,11:23:5:942,4
6,1,Interval,0,0,0,0,11:23:5:973,0,0,0,0,11:23:9:4,None
6,1,Encode,0,0,0,0,11:23:9:8,0,0,0,0,11:23:14:24,None
6,1,Navigate,51.03486,11,80,2.5,11:23:14:24,80,38.35999,15.56287,12.67487,11:23:17:259,Miss
6,1,Correction,0,0,0,0,11:23:17:259,0,0,0,0,11:23:21:256,4
7,2,Interval,0,0,0,0,11:23:21:289,0,0,0,0,11:23:24:290,None
7,2,Encode,0,0,0,0,11:23:24:293,0,0,0,0,11:23:29:324,None
7,2,Navigate,70.03845,11,80,2.5,11:23:29:324,89,68.72015,9.126078,1.318298,11:23:35:325,Hit
7,2,Correction,0,0,0,0,11:23:35:325,0,0,0,0,11:23:39:324,5
8,2,Interval,0,0,0,0,11:23:39:356,0,0,0,0,11:23:42:386,None
8,2,Encode,0,0,0,0,11:23:42:390,0,0,0,0,11:23:47:406,None
8,2,Navigate,51.03488,11,80,2.5,11:23:47:406,93,50.46006,9.048845,0.5748215,11:23:51:741,Hit
8,2,Correction,0,0,0,0,11:23:51:742,0,0,0,0,11:23:55:707,6
9,0,Interval,0,0,0,0,11:23:55:738,0,0,0,0,11:23:58:770,None
9,0,Encode,0,0,0,0,11:23:58:773,0,0,0,0,11:24:3:805,None
9,0,Navigate,49.03674,3,0,2.5,11:24:3:805,0,49.72031,9.05629,-0.6835709,11:24:19:507,Hit
9,0,Correction,0,0,0,0,11:24:19:507,0,0,0,0,11:24:23:473,7
10,2,Interval,0,0,0,0,11:24:23:504,0,0,0,0,11:24:26:536,None
10,2,Encode,0,0,0,0,11:24:26:540,0,0,0,0,11:24:31:555,None
10,2,Navigate,42.0348,8,80,2.5,11:24:31:555,77,33.53997,12.3981,8.494827,11:24:35:424,Hit
10,2,Correction,0,0,0,0,11:24:35:424,0,0,0,0,11:24:39:422,8
11,1,Interval,0,0,0,0,11:24:39:453,0,0,0,0,11:24:42:454,None
11,1,Encode,0,0,0,0,11:24:42:457,0,0,0,0,11:24:47:473,None
11,1,Navigate,48.03682,3,80,2.5,11:24:47:473,80,30.63992,19.60106,17.3969,11:24:56:824,Miss
11,1,Correction,0,0,0,0,11:24:56:824,0,0,0,0,11:25:0:820,8
12,0,Interval,0,0,0,0,11:25:0:853,0,0,0,0,11:25:3:870,None
12,0,Encode,0,0,0,0,11:25:3:874,0,0,0,0,11:25:8:888,None
12,0,Navigate,44.03686,5,0,2.5,11:25:8:888,0,45.39988,9.132736,-1.363022,11:25:17:456,Hit
12,0,Correction,0,0,0,0,11:25:17:456,0,0,0,0,11:25:21:422,9
13,2,Interval,0,0,0,0,11:25:21:453,0,0,0,0,11:25:24:452,None
13,2,Encode,0,0,0,0,11:25:24:456,0,0,0,0,11:25:29:473,None
13,2,Navigate,61.03679,3,80,2.5,11:25:29:473,55,37.18003,25.50871,23.85676,11:25:41:6,Miss
13,2,Correction,0,0,0,0,11:25:41:6,0,0,0,0,11:25:45:2,9
14,2,Interval,0,0,0,0,11:25:45:35,0,0,0,0,11:25:48:35,None
14,2,Encode,0,0,0,0,11:25:48:39,0,0,0,0,11:25:53:55,None
14,2,Navigate,31.03676,3,80,2.5,11:25:53:55,65,26.73995,10.00058,4.296804,11:26:1:123,Hit
14,2,Correction,0,0,0,0,11:26:1:123,0,0,0,0,11:26:5:121,10
15,0,Interval,0,0,0,0,11:26:5:152,0,0,0,0,11:26:8:151,None
15,0,Encode,0,0,0,0,11:26:8:155,0,0,0,0,11:26:13:170,None
15,0,Navigate,46.03679,10,0,2.5,11:26:13:172,0,50.70012,10.16345,-4.663326,11:26:17:972,Hit
15,0,Correction,0,0,0,0,11:26:17:972,0,0,0,0,11:26:21:937,11
16,1,Interval,0,0,0,0,11:26:21:969,0,0,0,0,11:26:25:1,None
16,1,Encode,0,0,0,0,11:26:25:5,0,0,0,0,11:26:30:20,None
16,1,Navigate,37.0348,9,80,2.5,11:26:30:20,80,32.38004,10.1596,4.654762,11:26:33:322,Hit
16,1,Correction,0,0,0,0,11:26:33:322,0,0,0,0,11:26:37:287,12
17,0,Interval,0,0,0,0,11:26:37:318,0,0,0,0,11:26:40:350,None
17,0,Encode,0,0,0,0,11:26:40:354,0,0,0,0,11:26:45:386,None
17,0,Navigate,51.03672,9,0,2.5,11:26:45:386,0,43.36005,11.85246,7.67667,11:26:49:888,Hit
17,0,Correction,0,0,0,0,11:26:49:888,0,0,0,0,11:26:53:854,13
18,1,Interval,0,0,0,0,11:26:53:885,0,0,0,0,11:26:56:884,None
18,1,Encode,0,0,0,0,11:26:56:888,0,0,0,0,11:27:1:904,None
18,1,Navigate,40.03682,6,80,2.5,11:27:1:904,80,40.06003,9.030503,-0.02321243,11:27:8:138,Hit
18,1,Correction,0,0,0,0,11:27:8:138,0,0,0,0,11:27:12:103,14
19,2,Interval,0,0,0,0,11:27:12:134,0,0,0,0,11:27:15:166,None
19,2,Encode,0,0,0,0,11:27:15:170,0,0,0,0,11:27:20:202,None
19,2,Navigate,34.03676,8,80,2.5,11:27:20:202,78,39.77997,10.70207,-5.74321,11:27:24:837,Hit
19,2,Correction,0,0,0,0,11:27:24:837,0,0,0,0,11:27:28:803,15
20,1,Interval,0,0,0,0,11:27:28:834,0,0,0,0,11:27:31:833,None
20,1,Encode,0,0,0,0,11:27:31:837,0,0,0,0,11:27:36:853,None
20,1,Navigate,45.03676,4,80,2.5,11:27:36:853,80,18.33998,28.18274,26.69677,11:27:40:787,Miss
20,1,Correction,0,0,0,0,11:27:40:787,0,0,0,0,11:27:44:783,15
21,2,Interval,0,0,0,0,11:27:44:817,0,0,0,0,11:27:47:816,None
21,2,Encode,0,0,0,0,11:27:47:821,0,0,0,0,11:27:52:852,None
21,2,Navigate,73.03686,4,80,2.5,11:27:52:852,91,62.26067,14.0597,10.77619,11:28:7:753,Miss
21,2,Correction,0,0,0,0,11:28:7:753,0,0,0,0,11:28:11:752,15
22,0,Interval,0,0,0,0,11:28:11:783,0,0,0,0,11:28:14:816,None
22,0,Encode,0,0,0,0,11:28:14:819,0,0,0,0,11:28:19:851,None
22,0,Navigate,77.03678,8,0,2.5,11:28:19:851,0,90.02054,15.81541,-12.98376,11:28:30:753,Miss
22,0,Correction,0,0,0,0,11:28:30:753,0,0,0,0,11:28:34:750,15
23,2,Interval,0,0,0,0,11:28:34:783,0,0,0,0,11:28:37:782,None
23,2,Encode,0,0,0,0,11:28:37:786,0,0,0,0,11:28:42:818,None
23,2,Navigate,64.03858,8,80,2.5,11:28:42:818,81,68.26004,9.968349,-4.221458,11:28:51:19,Hit
