Subject ID: sub27_1 , Experiment Time: 2021-01-14T16:51:15
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,1,Interval,0,0,0,0,16:51:27:64,0,0,0,0,16:51:29:732,None
1,1,Encode,0,0,0,0,16:51:29:734,0,0,0,0,16:51:34:741,None
1,1,Navigate,45.0392,5,80,2.5,16:51:34:742,80,39.29997,10.69979,5.739231,16:51:42:91,Hit
1,1,Correction,0,0,0,0,16:51:42:93,0,0,0,0,16:51:46:90,1
2,1,Interval,0,0,0,0,16:51:46:120,0,0,0,0,16:51:49:120,None
2,1,Encode,0,0,0,0,16:51:49:124,0,0,0,0,16:51:54:138,None
2,1,Navigate,57.03672,8,80,2.5,16:51:54:138,80,61.05995,9.886115,-4.023228,16:52:1:440,Hit
2,1,Correction,0,0,0,0,16:52:1:440,0,0,0,0,16:52:5:439,2
3,1,Interval,0,0,0,0,16:52:5:470,0,0,0,0,16:52:8:469,None
3,1,Encode,0,0,0,0,16:52:8:472,0,0,0,0,16:52:13:489,None
3,1,Navigate,31.0368,8,80,2.5,16:52:13:489,80,25.05998,10.8292,5.976814,16:52:16:290,Hit
3,1,Correction,0,0,0,0,16:52:16:290,0,0,0,0,16:52:20:289,3
4,0,Interval,0,0,0,0,16:52:20:319,0,0,0,0,16:52:23:319,None
4,0,Encode,0,0,0,0,16:52:23:322,0,0,0,0,16:52:28:321,None
4,0,Navigate,74.03478,10,0,2.5,16:52:28:322,0,97.89965,25.51635,-23.86487,16:52:37:856,Miss
4,0,Correction,0,0,0,0,16:52:37:856,0,0,0,0,16:52:41:852,3
5,1,Interval,0,0,0,0,16:52:41:885,0,0,0,0,16:52:44:885,None
5,1,Encode,0,0,0,0,16:52:44:889,0,0,0,0,16:52:49:904,None
5,1,Navigate,49.03674,10,80,2.5,16:52:49:905,80,39.70008,12.98934,9.336666,16:52:53:605,Hit
5,1,Correction,0,0,0,0,16:52:53:605,0,0,0,0,16:52:57:604,4
6,0,Interval,0,0,0,0,16:52:57:636,0,0,0,0,16:53:0:635,None
6,0,Encode,0,0,0,0,16:53:0:638,0,0,0,0,16:53:5:654,None
6,0,Navigate,44.03671,11,0,2.5,16:53:5:654,0,50.68006,11.21087,-6.643345,16:53:10:6,Hit
6,0,Correction,0,0,0,0,16:53:10:6,0,0,0,0,16:53:14:4,5
7,2,Interval,0,0,0,0,16:53:14:35,0,0,0,0,16:53:17:51,None
7,2,Encode,0,0,0,0,16:53:17:54,0,0,0,0,16:53:22:71,None
7,2,Navigate,39.03683,9,80,2.5,16:53:22:71,112,37.06004,9.244271,1.976791,16:53:25:905,Hit
7,2,Correction,0,0,0,0,16:53:25:905,0,0,0,0,16:53:29:870,6
8,0,Interval,0,0,0,0,16:53:29:901,0,0,0,0,16:53:32:901,None
8,0,Encode,0,0,0,0,16:53:32:905,0,0,0,0,16:53:37:903,None
8,0,Navigate,43.03483,3,0,2.5,16:53:37:904,0,60.94057,20.0541,-17.90574,16:53:57:371,Miss
8,0,Correction,0,0,0,0,16:53:57:371,0,0,0,0,16:54:1:368,6
9,1,Interval,0,0,0,0,16:54:1:401,0,0,0,0,16:54:4:418,None
9,1,Encode,0,0,0,0,16:54:4:422,0,0,0,0,16:54:9:436,None
9,1,Navigate,61.03668,11,80,2.5,16:54:9:436,80,51.12006,13.41225,9.916618,16:54:13:837,Hit
9,1,Correction,0,0,0,0,16:54:13:837,0,0,0,0,16:54:17:835,7
10,2,Interval,0,0,0,0,16:54:17:867,0,0,0,0,16:54:20:867,None
10,2,Encode,0,0,0,0,16:54:20:871,0,0,0,0,16:54:25:886,None
10,2,Navigate,71.03674,9,80,2.5,16:54:25:886,74,43.36005,29.11268,27.67669,16:54:30:419,Miss
10,2,Correction,0,0,0,0,16:54:30:419,0,0,0,0,16:54:34:416,7
11,1,Interval,0,0,0,0,16:54:34:450,0,0,0,0,16:54:37:450,None
11,1,Encode,0,0,0,0,16:54:37:453,0,0,0,0,16:54:42:452,None
11,1,Navigate,30.0349,4,80,2.5,16:54:42:452,80,46.02029,18.35984,-15.98539,16:54:53:320,Miss
11,1,Correction,0,0,0,0,16:54:53:320,0,0,0,0,16:54:57:317,7
12,0,Interval,0,0,0,0,16:54:57:350,0,0,0,0,16:55:0:366,None
12,0,Encode,0,0,0,0,16:55:0:369,0,0,0,0,16:55:5:385,None
12,0,Navigate,66.03685,3,0,2.5,16:55:5:385,0,76.78012,14.03448,-10.74327,16:55:30:119,Miss
12,0,Correction,0,0,0,0,16:55:30:119,0,0,0,0,16:55:34:117,7
13,2,Interval,0,0,0,0,16:55:34:148,0,0,0,0,16:55:37:149,None
13,2,Encode,0,0,0,0,16:55:37:152,0,0,0,0,16:55:42:168,None
13,2,Navigate,51.03683,3,80,2.5,16:55:42:168,82,49.42031,9.17401,1.616524,16:55:57:802,Hit
13,2,Correction,0,0,0,0,16:55:57:802,0,0,0,0,16:56:1:801,8
14,1,Interval,0,0,0,0,16:56:1:832,0,0,0,0,16:56:4:832,None
14,1,Encode,0,0,0,0,16:56:4:835,0,0,0,0,16:56:9:850,None
14,1,Navigate,42.03681,6,80,2.5,16:56:9:850,80,42.10001,9.030661,-0.0632019,16:56:16:418,Hit
14,1,Correction,0,0,0,0,16:56:16:418,0,0,0,0,16:56:20:417,9
15,2,Interval,0,0,0,0,16:56:20:449,0,0,0,0,16:56:23:464,None
15,2,Encode,0,0,0,0,16:56:23:467,0,0,0,0,16:56:28:484,None
15,2,Navigate,64.03674,5,80,2.5,16:56:28:485,90,50.5998,16.18952,13.43694,16:56:38:85,Miss
15,2,Correction,0,0,0,0,16:56:38:85,0,0,0,0,16:56:42:82,9
16,1,Interval,0,0,0,0,16:56:42:114,0,0,0,0,16:56:45:114,None
16,1,Encode,0,0,0,0,16:56:45:117,0,0,0,0,16:56:50:133,None
16,1,Navigate,37.03678,5,80,2.5,16:56:50:133,80,36.10002,9.078911,0.9367599,16:56:56:834,Hit
16,1,Correction,0,0,0,0,16:56:56:834,0,0,0,0,16:57:0:833,10
17,0,Interval,0,0,0,0,16:57:0:864,0,0,0,0,16:57:3:880,None
17,0,Encode,0,0,0,0,16:57:3:884,0,0,0,0,16:57:8:915,None
17,0,Navigate,70.03857,6,0,2.5,16:57:8:915,0,61.29984,12.56635,8.738735,16:57:18:683,Hit
17,0,Correction,0,0,0,0,16:57:18:683,0,0,0,0,16:57:22:683,11
18,2,Interval,0,0,0,0,16:57:22:714,0,0,0,0,16:57:25:713,None
18,2,Encode,0,0,0,0,16:57:25:716,0,0,0,0,16:57:30:733,None
18,2,Navigate,34.03679,4,80,2.5,16:57:30:733,110,30.25997,9.788412,3.776812,16:57:37:666,Hit
18,2,Correction,0,0,0,0,16:57:37:666,0,0,0,0,16:57:41:666,12
19,2,Interval,0,0,0,0,16:57:41:696,0,0,0,0,16:57:44:697,None
19,2,Encode,0,0,0,0,16:57:44:700,0,0,0,0,16:57:49:715,None
19,2,Navigate,33.03668,8,80,2.5,16:57:49:715,71,26.65998,11.05491,6.376698,16:57:52:717,Hit
19,2,Correction,0,0,0,0,16:57:52:717,0,0,0,0,16:57:56:715,13
20,0,Interval,0,0,0,0,16:57:56:747,0,0,0,0,16:57:59:762,None
20,0,Encode,0,0,0,0,16:57:59:766,0,0,0,0,16:58:4:781,None
20,0,Navigate,79.03678,11,0,2.5,16:58:4:781,0,80.16022,9.100052,-1.123436,16:58:11:816,Hit
