Subject ID: sub18_1 , Experiment Time: 2021-01-08T09:21:37
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,0,Interval,0,0,0,0,9:22:0:289,0,0,0,0,9:22:2:927,None
1,0,Encode,0,0,0,0,9:22:2:929,0,0,0,0,9:22:7:962,None
1,0,Navigate,68.03963,10,0,2.5,9:22:7:963,0,80.69991,15.55085,-12.66029,9:22:15:742,Miss
1,0,Correction,0,0,0,0,9:22:15:742,0,0,0,0,9:22:19:739,0
2,2,Interval,0,0,0,0,9:22:19:771,0,0,0,0,9:22:22:771,None
2,2,Encode,0,0,0,0,9:22:22:774,0,0,0,0,9:22:27:789,None
2,2,Navigate,31.0368,6,80,2.5,9:22:27:789,98,34.18008,9.561884,-3.143284,9:22:33:57,Hit
2,2,Correction,0,0,0,0,9:22:33:57,0,0,0,0,9:22:37:23,1
3,2,Interval,0,0,0,0,9:22:37:54,0,0,0,0,9:22:40:54,None
3,2,Encode,0,0,0,0,9:22:40:57,0,0,0,0,9:22:45:73,None
3,2,Navigate,71.0369,8,80,2.5,9:22:45:73,62,72.90015,9.220695,-1.863251,9:22:53:840,Hit
3,2,Correction,0,0,0,0,9:22:53:840,0,0,0,0,9:22:57:840,2
4,0,Interval,0,0,0,0,9:22:57:870,0,0,0,0,9:23:0:898,None
4,0,Encode,0,0,0,0,9:23:0:899,0,0,0,0,9:23:5:938,None
4,0,Navigate,61.03734,6,0,2.5,9:23:5:938,0,49.65994,14.52562,11.3774,9:23:13:773,Miss
4,0,Correction,0,0,0,0,9:23:13:773,0,0,0,0,9:23:17:771,2
5,0,Interval,0,0,0,0,9:23:17:803,0,0,0,0,9:23:20:820,None
5,0,Encode,0,0,0,0,9:23:20:824,0,0,0,0,9:23:25:838,None
5,0,Navigate,42.03677,5,0,2.5,9:23:25:838,0,41.99993,9.030534,0.03684235,9:23:33:722,Hit
5,0,Correction,0,0,0,0,9:23:33:723,0,0,0,0,9:23:37:688,3
6,2,Interval,0,0,0,0,9:23:37:719,0,0,0,0,9:23:40:736,None
6,2,Encode,0,0,0,0,9:23:40:739,0,0,0,0,9:23:45:738,None
6,2,Navigate,39.03484,3,80,2.5,9:23:45:738,72,24.51997,17.0948,14.51487,9:23:53:72,Miss
6,2,Correction,0,0,0,0,9:23:53:72,0,0,0,0,9:23:57:69,3
7,2,Interval,0,0,0,0,9:23:57:102,0,0,0,0,9:24:0:119,None
7,2,Encode,0,0,0,0,9:24:0:122,0,0,0,0,9:24:5:138,None
7,2,Navigate,48.0368,11,80,2.5,9:24:5:138,96,46.50003,9.160259,1.536766,9:24:9:105,Hit
7,2,Correction,0,0,0,0,9:24:9:105,0,0,0,0,9:24:13:71,4
8,2,Interval,0,0,0,0,9:24:13:102,0,0,0,0,9:24:16:102,None
8,2,Encode,0,0,0,0,9:24:16:105,0,0,0,0,9:24:21:121,None
8,2,Navigate,66.03687,5,80,2.5,9:24:21:121,43,89.19921,24.86048,-23.16235,9:24:38:454,Miss
8,2,Correction,0,0,0,0,9:24:38:454,0,0,0,0,9:24:42:453,4
9,1,Interval,0,0,0,0,9:24:42:484,0,0,0,0,9:24:45:485,None
9,1,Encode,0,0,0,0,9:24:45:488,0,0,0,0,9:24:50:504,None
9,1,Navigate,51.03681,8,80,2.5,9:24:50:504,80,42.97997,12.10214,8.056847,9:24:55:538,Hit
9,1,Correction,0,0,0,0,9:24:55:538,0,0,0,0,9:24:59:537,5
10,0,Interval,0,0,0,0,9:24:59:568,0,0,0,0,9:25:2:568,None
10,0,Encode,0,0,0,0,9:25:2:572,0,0,0,0,9:25:7:586,None
10,0,Navigate,73.03674,3,0,2.5,9:25:7:587,0,54.58043,20.54714,18.45631,9:25:24:938,Miss
10,0,Correction,0,0,0,0,9:25:24:938,0,0,0,0,9:25:28:934,5
11,2,Interval,0,0,0,0,9:25:28:967,0,0,0,0,9:25:31:967,None
11,2,Encode,0,0,0,0,9:25:31:971,0,0,0,0,9:25:36:971,None
11,2,Navigate,79.03485,11,80,2.5,9:25:36:971,84,100.1803,22.99308,-21.14548,9:25:45:837,Miss
11,2,Correction,0,0,0,0,9:25:45:837,0,0,0,0,9:25:49:834,5
12,1,Interval,0,0,0,0,9:25:49:867,0,0,0,0,9:25:52:867,None
12,1,Encode,0,0,0,0,9:25:52:871,0,0,0,0,9:25:57:886,None
