Subject ID: sub07_3 , Experiment Time: 2020-12-18T13:20:43
Trial,Condition,Stage,TargetPos,CarSpeed,LandmarkPos1,StartPos,StartTime,LandmarkPos2,StopPos,AbsoluteErrorDis,RelativeErrorDis,EndTime,Insinght
1,2,Interval,0,0,0,0,13:20:57:224,0,0,0,0,13:20:59:863,None
1,2,Encode,0,0,0,0,13:20:59:864,0,0,0,0,13:21:4:894,None
1,2,Navigate,43.04023,6,80,2.5,13:21:4:897,102,35.62007,11.68778,7.420158,13:21:10:381,Hit
1,2,Correction,0,0,0,0,13:21:10:381,0,0,0,0,13:21:14:346,1
2,1,Interval,0,0,0,0,13:21:14:376,0,0,0,0,13:21:17:408,None
2,1,Encode,0,0,0,0,13:21:17:411,0,0,0,0,13:21:22:427,None
2,1,Navigate,57.03477,8,80,2.5,13:21:22:427,80,35.93997,22.94649,21.0948,13:21:26:582,Miss
2,1,Correction,0,0,0,0,13:21:26:582,0,0,0,0,13:21:30:560,1
3,1,Interval,0,0,0,0,13:21:30:592,0,0,0,0,13:21:33:607,None
3,1,Encode,0,0,0,0,13:21:33:611,0,0,0,0,13:21:38:628,None
3,1,Navigate,46.03484,10,80,2.5,13:21:38:628,80,33.30005,15.6117,12.73479,13:21:41:695,Miss
3,1,Correction,0,0,0,0,13:21:41:695,0,0,0,0,13:21:45:692,1
4,1,Interval,0,0,0,0,13:21:45:724,0,0,0,0,13:21:48:724,None
4,1,Encode,0,0,0,0,13:21:48:728,0,0,0,0,13:21:53:743,None
4,1,Navigate,39.03482,9,80,2.5,13:21:53:743,80,22.84002,18.54245,16.1948,13:21:55:979,Miss
4,1,Correction,0,0,0,0,13:21:55:979,0,0,0,0,13:21:59:959,1
5,0,Interval,0,0,0,0,13:21:59:992,0,0,0,0,13:22:3:23,None
5,0,Encode,0,0,0,0,13:22:3:27,0,0,0,0,13:22:8:44,None
5,0,Navigate,68.0354,11,0,2.5,13:22:8:44,0,73.34018,10.47335,-5.304779,13:22:14:461,Hit
5,0,Correction,0,0,0,0,13:22:14:461,0,0,0,0,13:22:18:461,2
6,2,Interval,0,0,0,0,13:22:18:492,0,0,0,0,13:22:21:494,None
6,2,Encode,0,0,0,0,13:22:21:498,0,0,0,0,13:22:26:543,None
6,2,Navigate,77.03815,10,80,2.5,13:22:26:543,104,76.89997,9.031459,0.138176,13:22:33:947,Hit
6,2,Correction,0,0,0,0,13:22:33:947,0,0,0,0,13:22:37:946,3
7,1,Interval,0,0,0,0,13:22:37:957,0,0,0,0,13:22:40:959,None
7,1,Encode,0,0,0,0,13:22:40:964,0,0,0,0,13:22:45:992,None
7,1,Navigate,61.03691,3,80,2.5,13:22:45:992,80,39.94009,22.9483,21.09682,13:22:58:427,Miss
7,1,Correction,0,0,0,0,13:22:58:427,0,0,0,0,13:23:2:424,3
8,2,Interval,0,0,0,0,13:23:2:457,0,0,0,0,13:23:5:489,None
8,2,Encode,0,0,0,0,13:23:5:493,0,0,0,0,13:23:10:540,None
8,2,Navigate,37.03864,10,80,2.5,13:23:10:540,73,36.90007,9.031442,0.1385689,13:23:13:948,Hit
8,2,Correction,0,0,0,0,13:23:13:948,0,0,0,0,13:23:17:930,4
9,2,Interval,0,0,0,0,13:23:17:957,0,0,0,0,13:23:20:959,None
9,2,Encode,0,0,0,0,13:23:20:964,0,0,0,0,13:23:25:978,None
9,2,Navigate,49.036,6,80,2.5,13:23:25:978,89,38.14005,14.15176,10.89595,13:23:31:894,Miss
9,2,Correction,0,0,0,0,13:23:31:894,0,0,0,0,13:23:35:891,4
10,0,Interval,0,0,0,0,13:23:35:924,0,0,0,0,13:23:38:925,None
10,0,Encode,0,0,0,0,13:23:38:929,0,0,0,0,13:23:43:941,None
10,0,Navigate,30.0365,3,0,2.5,13:23:43:941,0,22.17999,11.96974,7.85651,13:23:50:476,Hit
10,0,Correction,0,0,0,0,13:23:50:476,0,0,0,0,13:23:54:442,5
11,2,Interval,0,0,0,0,13:23:54:473,0,0,0,0,13:23:57:503,None
11,2,Encode,0,0,0,0,13:23:57:507,0,0,0,0,13:24:2:540,None
11,2,Navigate,31.03706,5,80,2.5,13:24:2:540,46,33.10007,9.263085,-2.063005,13:24:8:627,Hit
11,2,Correction,0,0,0,0,13:24:8:627,0,0,0,0,13:24:12:626,6
12,0,Interval,0,0,0,0,13:24:12:655,0,0,0,0,13:24:15:657,None
12,0,Encode,0,0,0,0,13:24:15:662,0,0,0,0,13:24:20:674,None
12,0,Navigate,45.03651,4,0,2.5,13:24:20:674,0,33.86002,14.36885,11.17649,13:24:28:509,Miss
12,0,Correction,0,0,0,0,13:24:28:509,0,0,0,0,13:24:32:506,6
13,0,Interval,0,0,0,0,13:24:32:538,0,0,0,0,13:24:35:554,None
13,0,Encode,0,0,0,0,13:24:35:557,0,0,0,0,13:24:40:558,None
13,0,Navigate,42.03281,11,0,2.5,13:24:40:558,0,62.78012,22.6275,-20.74731,13:24:46:24,Miss
13,0,Correction,0,0,0,0,13:24:46:24,0,0,0,0,13:24:50:22,6
14,2,Interval,0,0,0,0,13:24:50:55,0,0,0,0,13:24:53:87,None
14,2,Encode,0,0,0,0,13:24:53:91,0,0,0,0,13:24:58:107,None
14,2,Navigate,79.0348,10,80,2.5,13:24:58:107,44,89.69978,13.97474,-10.66498,13:25:6:809,Miss
14,2,Correction,0,0,0,0,13:25:6:809,0,0,0,0,13:25:10:806,6
15,1,Interval,0,0,0,0,13:25:10:839,0,0,0,0,13:25:13:870,None
15,1,Encode,0,0,0,0,13:25:13:873,0,0,0,0,13:25:18:889,None
15,1,Navigate,31.03488,8,80,2.5,13:25:18:889,80,31.77998,9.061221,-0.7450943,13:25:22:524,Hit
15,1,Correction,0,0,0,0,13:25:22:524,0,0,0,0,13:25:26:490,7
16,2,Interval,0,0,0,0,13:25:26:521,0,0,0,0,13:25:29:537,None
16,2,Encode,0,0,0,0,13:25:29:540,0,0,0,0,13:25:34:572,None
16,2,Navigate,54.03677,11,80,2.5,13:25:34:572,89,64.10013,13.52112,-10.06336,13:25:40:141,Miss
16,2,Correction,0,0,0,0,13:25:40:141,0,0,0,0,13:25:44:139,7
17,1,Interval,0,0,0,0,13:25:44:171,0,0,0,0,13:25:47:202,None
17,1,Encode,0,0,0,0,13:25:47:206,0,0,0,0,13:25:52:222,None
17,1,Navigate,70.03511,11,80,2.5,13:25:52:222,80,56.62009,16.17139,13.41502,13:25:57:123,Miss
